"knn","nb","dt","rf","svc"
0.703360370799537,0.745075318655852,0.71494785631518,0.850521436848204,0.837775202780996
0.684820393974508,0.710312862108922,0.657010428736964,0.793742757821553,0.785631517960603
0.702201622247972,0.756662804171495,0.706836616454229,0.829663962920046,0.834298957126304
0.651216685979143,0.728852838933951,0.710312862108922,0.833140208574739,0.820393974507532
0.679026651216686,0.743916570104287,0.691772885283893,0.823870220162225,0.820393974507532
0.712630359212051,0.732329084588644,0.694090382387022,0.800695249130939,0.797219003476246
0.676709154113557,0.719582850521437,0.721900347624565,0.843568945538818,0.825028968713789
0.692931633835458,0.733487833140209,0.727694090382387,0.819235225955968,0.809965237543453
0.677867902665122,0.745075318655852,0.68018539976825,0.827346465816918,0.837775202780996
0.733487833140209,0.762456546929316,0.72305909617613,0.843568945538818,0.834298957126304
0.684820393974508,0.71494785631518,0.675550405561993,0.820393974507532,0.805330243337196
0.683661645422943,0.74739281575898,0.735805330243337,0.835457705677868,0.813441483198146
0.684820393974508,0.733487833140209,0.698725376593279,0.835457705677868,0.811123986095017
0.661645422943221,0.73117033603708,0.713789107763615,0.833140208574739,0.820393974507532
0.660486674391657,0.752027809965238,0.711471610660487,0.820393974507532,0.826187717265353
0.628041714947856,0.728852838933951,0.683661645422943,0.842410196987254,0.834298957126304
0.681344148319815,0.728852838933951,0.669756662804171,0.823870220162225,0.813441483198146
0.668597914252607,0.734646581691773,0.71494785631518,0.823870220162225,0.813441483198146
0.646581691772885,0.73928157589803,0.697566628041715,0.828505214368482,0.819235225955968
0.667439165701043,0.704519119351101,0.697566628041715,0.792584009269988,0.787949015063731
0.677867902665122,0.730011587485516,0.692931633835458,0.809965237543453,0.799536500579374
0.665121668597914,0.710312862108922,0.694090382387022,0.812282734646582,0.803012746234067
0.748551564310545,0.716106604866744,0.691772885283893,0.768250289687138,0.777520278099652
0.730011587485516,0.705677867902665,0.697566628041715,0.742757821552723,0.754345307068366
0.748551564310545,0.726535341830823,0.683661645422943,0.764774044032445,0.775202780996524
0.743916570104287,0.721900347624565,0.658169177288528,0.757821552723059,0.769409038238702
0.716106604866744,0.701042873696408,0.668597914252607,0.741599073001159,0.749710312862109
0.706836616454229,0.685979142526072,0.669756662804171,0.735805330243337,0.735805330243337
0.71494785631518,0.692931633835458,0.6720741599073,0.736964078794902,0.73928157589803
0.735805330243337,0.721900347624565,0.707995365005794,0.775202780996524,0.765932792584009
0.734646581691773,0.728852838933951,0.688296639629201,0.755504055619931,0.764774044032445
0.732329084588644,0.741599073001159,0.679026651216686,0.770567786790266,0.794901506373117
0.719582850521437,0.706836616454229,0.697566628041715,0.740440324449594,0.758980301274623
0.707995365005794,0.696407879490151,0.674391657010429,0.738122827346466,0.746234067207416
0.74739281575898,0.728852838933951,0.679026651216686,0.74739281575898,0.785631517960603
0.73928157589803,0.720741599073001,0.684820393974508,0.758980301274623,0.761297798377752
0.741599073001159,0.718424101969872,0.683661645422943,0.74739281575898,0.756662804171495
0.728852838933951,0.697566628041715,0.670915411355736,0.750869061413673,0.745075318655852
0.734646581691773,0.724217844727694,0.705677867902665,0.772885283893395,0.767091541135574
0.746234067207416,0.713789107763615,0.705677867902665,0.769409038238702,0.769409038238702
0.711471610660487,0.697566628041715,0.705677867902665,0.749710312862109,0.754345307068366
0.763615295480881,0.749710312862109,0.697566628041715,0.764774044032445,0.797219003476246
0.742757821552723,0.703360370799537,0.688296639629201,0.768250289687138,0.769409038238702
0.757821552723059,0.732329084588644,0.726535341830823,0.777520278099652,0.780996523754345
0.721900347624565,0.706836616454229,0.669756662804171,0.754345307068366,0.763615295480881
0.745075318655852,0.71494785631518,0.682502896871379,0.748551564310545,0.764774044032445
0.720741599073001,0.692931633835458,0.667439165701043,0.735805330243337,0.753186558516802
0.717265353418308,0.734646581691773,0.694090382387022,0.756662804171495,0.784472769409038
0.728852838933951,0.718424101969872,0.684820393974508,0.73928157589803,0.761297798377752
0.728852838933951,0.728852838933951,0.696407879490151,0.754345307068366,0.776361529548088
0.752027809965238,0.740440324449594,0.718424101969872,0.777520278099652,0.779837775202781
0.73928157589803,0.72305909617613,0.681344148319815,0.769409038238702,0.754345307068366
